"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/29/2016","37","PM2.5","Rahway","34-039-2003","AQS","8","36",".","37","34"
"10/30/2016","61","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","45","15","61","27"
"10/31/2016","35","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","7","28",".","25","35"
"11/01/2016","43","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","31",".","43","36"
"11/02/2016","66","PM2.5","PFIZER LAB SITE","36-005-0133","AQS","8","30","35","66","45"
"11/03/2016","67","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","33",".","67","43"
"11/04/2016","34","NO2","Elizabeth Lab","34-039-0004","AQS","6","31",".","27","34"
"11/05/2016","43","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","31","9","43","35"
"11/06/2016","33","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","7","33",".","33","23"
"11/07/2016","45","NO2","Elizabeth Lab","34-039-0004","AQS","15","25",".","43","45"
"11/08/2016","67","NO2","Bayonne","34-017-0006","AQS","23","33","28","54","67"
"11/09/2016","62","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","28",".","62","49"
"11/10/2016","31","Ozone","MT NINHAM","36-079-0005","AQS","7","31",".","23","30"
"11/11/2016","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","32","8","40","31"
"11/12/2016","37","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","6","36",".","24","37"
"11/13/2016","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","39",".","49","40"
"11/14/2016","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","44","26","59","55"
"11/15/2016","52","NO2","Elizabeth Lab","34-039-0004","AQS","10","33",".","50","52"
"11/16/2016","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","39",".","56","42"
"11/17/2016","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","31","13","59","33"
"11/18/2016","71","PM2.5","Elizabeth Lab","34-039-0004","AQS","27","30",".","71","65"
"11/19/2016","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","28","34",".","62","48"
"11/20/2016","39","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","39","3","18","14"
"11/21/2016","38","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","5","38",".","23","30"
"11/22/2016","36","PM2.5","MORRISANIA","36-005-0080","AQS","3","35",".","36","29"
"11/23/2016","37","NO2","Bayonne","34-017-0006","AQS","7","33","6","35","37"
"11/24/2016","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","23",".","43","35"
"11/25/2016","77","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","15",".","77","37"
"11/26/2016","54","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","23","14","54","28"
"11/27/2016","35","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","35",".","29","30"
"11/28/2016","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31",".","53","48"
"11/29/2016","43","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","37","11","43","43"
"11/30/2016","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","15","27",".","60","45"
"12/01/2016","31","NO2","Fort Lee Near Road","34-003-0010","AQS","6","29",".","27","31"
"12/02/2016","35","PM2.5","CCNY","36-061-0135","AQS","5","24","6","35","23"
"12/03/2016","42","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","5","42",".","30","14"
"12/04/2016","40","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","7","40",".","37","31"
"12/05/2016","41","PM2.5","Flemington","34-019-0001","AQS","8","27","10","41","36"
"12/06/2016","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","29",".","48","48"
"12/07/2016","54","PM2.5","PS 19","36-061-0128","AQS","8","28",".","54","41"
"12/08/2016","58","PM2.5","PS 19","36-061-0128","AQS","8","26","14","58","35"
"12/09/2016","35","PM2.5","MASPETH LIBRARY","36-081-0120","AQS","3","34",".","35","30"
"12/10/2016","42","PM2.5","Intermediate School 143","36-061-0115","AQS","5","33",".","42","33"
"12/11/2016","52","PM2.5","Newark Firehouse","34-013-0003","AQS","7","26","12","52","36"
"12/12/2016","65","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","27",".","65","44"
"12/13/2016","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","27",".","57","56"
"12/14/2016","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","32","18","58","38"
"12/15/2016","51","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","34",".","51","31"
"12/16/2016","58","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","31",".","58","36"
"12/17/2016","60","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","23","14","60","52"
"12/18/2016","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","33",".","56","42"
"12/19/2016","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","36",".","42","38"
"12/20/2016","77","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","31","19","77","52"
"12/21/2016","69","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","28",".","69","46"
"12/22/2016","66","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","31",".","66","52"
"12/23/2016","53","PM2.5","Flemington","34-019-0001","AQS","8","35",".","53","45"
"12/24/2016","63","PM2.5","Flemington","34-019-0001","AQS","8","32",".","63","35"
"12/25/2016","48","PM2.5","Intermediate School 143","36-061-0115","AQS","6","32",".","48","32"
"12/26/2016","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","34","12","52","45"
"12/27/2016","44","PM2.5","Intermediate School 143","36-061-0115","AQS","13","31",".","44","37"
"12/28/2016","42","PM2.5","FRESHKILLS WEST","36-085-0111","AQS","6","27",".","42","37"
"12/29/2016","57","NO2","Elizabeth Lab","34-039-0004","AQS","13","30",".","55","57"
"12/30/2016","58","PM2.5","Newark Firehouse","34-013-0003","AQS","5","30",".","58","30"
"12/31/2016","42","PM2.5","FRESHKILLS WEST","36-085-0111","AQS","6","34",".","42","27"
